,use,var,jllable
0,1.263576389,0.597329856,2
1,1.264067361,0.7461282779999999,2
2,1.023898611,0.288973405,2
3,1.513125,1.541594563,0
4,0.980954861,0.180836728,2
5,0.958413194,0.160596402,2
6,1.3903916669999998,1.316998508,0
7,1.282765972,1.15962986,0
8,1.029486806,0.423199104,2
9,0.85045,0.12019435699999999,2
10,0.9934229170000001,0.518609659,2
11,1.4292131940000001,1.215007528,0
12,1.1087770829999999,0.43249459,2
13,1.250023611,1.3884133330000001,0
14,0.960716667,0.28259999,2
15,1.6638,1.284316208,0
16,1.0134090279999999,0.146590642,2
17,1.111934722,0.857093723,2
18,1.123550694,0.834060505,2
19,1.215602778,0.795616544,2
20,1.6598277780000001,2.011072719,0
21,0.9224625,0.44910967700000004,2
22,1.2034895829999999,1.306903701,0
23,1.1892833329999999,0.918488327,2
24,1.052236806,0.656454868,2
25,1.356402083,0.725782575,2
26,1.1056576390000001,0.5758178629999999,2
27,1.248272917,1.277854582,0
28,1.0902131940000002,1.190913217,2
29,0.898195139,0.098825101,2
30,1.288369444,1.273271038,0
31,0.9716694440000001,0.57619457,2
32,1.269957639,1.247877696,0
33,1.314942361,1.385191465,0
34,1.805219444,2.592311343,1
35,1.280122222,1.22094179,0
36,1.126041667,0.782888757,2
37,1.107136806,0.7696633,2
38,1.2601875,1.477503153,0
39,1.138716667,1.069221061,2
40,0.7153659720000001,0.005371745,2
41,0.9311715279999999,0.32793656600000004,2
42,1.180224306,1.112952489,2
43,1.187895833,1.180901486,0
44,1.398854861,1.9691209490000001,0
45,1.181959722,1.377625296,0
46,0.52555625,0.443486172,2
47,1.166470139,2.0748665230000003,0
48,1.077477778,0.682440323,2
49,0.730273611,0.367066578,2
50,0.608970139,0.511984051,2
51,0.5511152779999999,0.40825881700000005,2
52,1.0279875,0.844693947,2
53,1.116859028,0.592316515,2
54,0.642822917,0.657528743,2
55,0.7653618059999999,1.524569787,0
56,0.5527895829999999,0.62777816,2
57,0.904034722,1.836504783,0
58,0.38520625,0.106049959,2
59,0.615204861,0.6018176120000001,2
60,0.8412423609999999,0.8397037490000001,2
61,0.548049306,0.327991828,2
62,0.8501784720000001,1.55211462,0
63,0.634842361,0.8989452990000001,2
64,0.5721215279999999,0.66531564,2
65,0.671157639,0.913522974,2
66,1.214311111,0.876933381,2
67,0.907161806,0.47151209,2
68,0.7085625,0.755935327,2
69,1.3025222220000001,1.8870261519999998,0
70,1.09935625,0.731236894,2
71,0.79175,0.043954655,2
72,0.827629167,0.10523026199999999,2
73,0.775983333,0.04821888,2
74,0.631411111,0.081365908,2
75,0.395109028,0.07343001099999999,2
76,1.016525,1.6838537630000001,0
77,0.50063125,0.263038445,2
78,0.8341277779999999,1.42844628,0
79,0.604088889,0.951686994,2
80,0.540659722,0.535496697,2
81,0.2974375,0.021602429,2
82,0.7327375,0.865809171,2
83,1.173404167,2.63174993,0
84,0.659806944,0.771769405,2
85,0.730722222,1.114957985,2
86,0.515159722,0.45420234600000003,2
87,1.032367361,1.349391321,0
88,0.7386159720000001,1.037033378,2
89,0.505811806,0.510790694,2
90,1.202151389,2.573188687,0
91,0.464067361,0.28164813699999997,2
92,0.7024541670000001,0.745123348,2
93,0.5631270829999999,0.6914976979999999,2
94,0.638858333,0.6258533310000001,2
95,0.890304861,0.9786220170000001,2
96,1.058082639,1.000629977,2
97,0.961871528,1.84546347,0
98,0.857721528,1.6348751680000002,0
99,0.9463305559999999,1.237795635,2
100,0.6757569440000001,0.52331797,2
101,0.9180381940000001,0.976041288,2
102,0.9062298609999999,0.9840738290000001,2
103,0.7442993059999999,0.548969575,2
104,0.9364875,1.547292051,0
105,0.7013541670000001,0.7461611570000001,2
106,0.681575,0.541700469,2
107,1.163814583,1.5496745930000002,0
108,0.74919375,0.913130047,2
109,0.7079402779999999,0.505587393,2
110,0.739126389,1.329479163,2
111,0.862457639,1.43132918,0
112,0.526110417,0.326372973,2
113,0.971196528,1.523575845,0
114,0.8513548609999999,1.2381783990000002,2
115,0.975138194,1.5335796,0
116,0.644819444,0.9516128079999999,2
117,0.7189298609999999,0.89163891,2
118,0.8860805559999999,1.881580153,0
119,0.430563889,0.195472145,2
120,0.3971375,0.18601462800000002,2
121,1.249109722,2.180172733,0
122,1.28464375,1.201828409,0
123,0.8825444440000001,0.653419516,2
124,0.6394375,0.454343355,2
125,1.5589402780000001,3.1259934410000003,1
126,0.8059722220000001,0.884871738,2
127,0.9364520829999999,1.6160769990000001,0
128,0.658611111,0.6318982320000001,2
129,0.704555556,0.741865085,2
130,1.917042361,3.36732606,1
131,1.220160417,1.91335249,0
132,1.216972917,1.7905410480000001,0
133,1.4542333330000001,4.306505283,1
134,0.9074298609999999,1.162773731,2
135,1.2261527779999999,2.3754449380000002,0
136,1.2136951390000001,1.49414028,0
137,1.1291930559999999,1.402329254,0
138,1.5350027780000002,2.110922162,0
139,1.917706944,5.268418306,1
140,0.895869444,1.251105987,2
141,0.855484722,0.9354882179999999,2
142,1.40238125,3.2665585669999997,1
143,1.135161806,1.295795714,0
144,1.6273090280000002,3.253759526,1
145,1.704963889,2.031829572,0
146,1.786070139,2.201431605,0
147,1.706711111,2.7782888910000003,1
148,1.6823229169999998,3.971111503,1
149,1.468345139,2.7675243839999997,1
150,1.0442,1.191646842,2
151,1.38505,1.434089921,0
152,1.230458333,1.405046599,0
153,1.822074306,2.7031246039999997,1
154,1.082532639,2.094256926,0
155,1.584086806,2.9957983639999997,1
156,1.4646611109999998,1.729094872,0
157,1.455202083,1.6169173019999998,0
158,1.377517361,1.5076257519999998,0
159,1.984840278,3.502985663,1
160,2.0911125,2.624420711,1
161,1.4464638890000001,1.606643415,0
162,1.80069375,4.456556224,1
163,1.415813889,1.694265514,0
164,1.611921528,2.465262489,0
165,2.4310291669999997,3.696895563,1
166,1.454719444,1.694130736,0
167,1.513064583,1.602127949,0
168,1.643875,4.710990982,1
169,0.8463729170000001,1.354405106,0
170,1.281992361,3.525362465,1
171,1.5778090280000001,2.555319775,1
172,1.781786806,2.642809557,1
173,1.9470666669999999,2.645847725,1
174,1.8290597219999998,2.800737813,1
175,1.757868056,2.302234416,0
176,1.379660417,1.8167423619999998,0
177,1.757506944,3.1752235580000003,1
178,1.5954166669999998,1.7463281380000002,0
179,2.041782639,3.0642921210000003,1
180,1.462201389,1.461387192,0
181,3.036240278,7.71115027,1
182,1.929195833,3.153904554,1
183,1.669391667,1.6785071759999999,0
184,1.784854861,2.590020364,1
185,1.798988194,3.734007425,1
186,1.97508125,2.57076654,1
187,1.498371528,2.3681002540000002,0
188,2.481338889,6.199988332999999,1
189,1.002190278,1.71981771,0
190,1.559563194,3.0155785460000004,1
191,1.925825,4.947222716000001,1
192,1.855525694,2.406856321,0
193,1.713186806,2.440372597,0
194,2.084840278,2.533077489,1
195,2.182764583,3.8182925080000003,1
196,1.9125847219999998,3.252636261,1
197,1.8961916669999999,3.8566371860000004,1
198,2.050092361,3.075844071,1
199,2.4777965280000003,4.443602342,1
200,2.003835417,2.56346763,1
201,1.8967604169999999,1.636685102,0
202,2.581375,4.3678977560000005,1
203,2.011394444,1.929860696,0
204,1.7616041669999998,1.7882386369999999,0
205,1.754552083,1.8382895769999998,0
206,1.64691875,1.619275974,0
207,1.692745833,1.734864349,0
208,1.924534722,1.619503275,0
209,2.541315278,3.584933121,1
210,1.758197917,1.6184699169999999,0
211,1.4432236109999999,1.726307635,0
212,1.535501389,1.9076011119999998,0
213,1.628095139,1.49805743,0
214,2.372148611,3.2795256580000003,1
215,2.263806944,2.7084145210000004,1
216,2.140057639,1.8037833509999999,0
217,2.140723611,3.071998991,1
218,1.8520791669999999,2.726080643,1
219,1.90898125,2.566285162,1
220,2.028682639,2.162115814,0
221,1.888460417,1.48603112,0
222,2.4282729169999997,3.253969455,1
223,1.6692236109999998,2.945392932,1
224,2.3449770830000003,2.426202526,1
225,1.5511277780000001,2.035728736,0
226,1.64296875,2.195893596,0
227,1.8670340280000002,1.665201056,0
228,2.0185729169999997,2.54524618,1
229,2.307281944,2.695218174,1
230,2.105841667,1.8206437659999999,0
231,2.155889583,1.980100676,0
232,2.4614145830000003,2.473358045,1
233,2.6906145830000003,2.4752337769999997,1
234,2.060620139,1.913034941,0
235,2.06694375,2.102168695,0
236,2.362879167,3.159276058,1
237,2.264831944,2.371274925,1
238,2.567213889,1.85038298,0
239,2.25290625,1.954955302,0
240,2.485398611,1.964975139,0
241,2.141229861,1.40119039,0
242,2.30621875,2.535034006,1
243,1.5906465280000002,2.332416583,0
244,1.239082639,0.804955284,2
245,1.441575694,0.869611329,2
246,1.5321354169999999,1.1090599970000001,0
247,2.061484722,2.009823832,0
248,1.8525604169999998,1.540689925,0
249,1.8972520830000001,1.098684525,0
250,1.70971875,1.165978094,0
251,2.2025583330000003,3.559059851,1
252,1.261241667,0.8749081329999999,2
253,1.5965541669999999,1.785677467,0
254,1.517974306,1.5415432740000001,0
255,1.7474708330000002,1.525048444,0
256,1.37423125,1.072563147,0
257,1.8952069440000001,1.85571358,0
258,2.111211806,2.9407778710000003,1
259,1.636857639,1.459619091,0
260,1.753856944,1.530746758,0
261,1.4856666669999998,0.931800376,2
262,1.8442041669999998,1.831831169,0
263,2.388139583,3.011071095,1
264,1.421604167,0.893777415,2
265,1.903122222,1.9598652680000002,0
266,1.569001389,1.411477839,0
267,1.814269444,1.782535745,0
268,1.456669444,1.220478229,0
269,1.0576388890000001,0.58337331,2
270,2.003431944,1.7421576619999999,0
271,1.7701215280000002,1.4906748890000001,0
272,2.019647917,3.112425647,1
273,1.707180556,1.949802586,0
274,1.589704861,1.387644128,0
275,1.661331944,1.570262012,0
276,1.72688125,1.3829030009999999,0
277,1.926840278,1.156506969,0
278,1.793052083,1.109829519,0
279,2.18494375,3.143284505,1
280,1.944146528,1.947288273,0
281,1.249393056,0.746819802,2
282,1.287215972,0.9756342659999999,2
283,0.987049306,0.358500118,2
284,1.429561806,1.293253722,0
285,1.5750694440000002,1.005955967,0
286,1.937691667,2.668273584,1
287,0.820828472,0.082823431,2
288,0.9929909720000001,0.569418183,2
289,0.9904013890000001,0.19308014199999998,2
290,0.8654381940000001,0.12443042800000001,2
291,1.546836806,1.6348786309999999,0
292,0.942708333,0.78455603,2
293,0.858243056,0.23662176699999998,2
294,1.0966284720000001,0.49276638,2
295,1.201338194,0.634960888,2
296,0.9570576390000001,0.089328619,2
297,0.897845833,0.057252421,2
298,1.342002083,1.249333868,0
299,1.278624306,0.6012009970000001,2
300,2.0474291669999998,3.0033843210000004,1
301,1.357343056,0.588268129,2
302,1.6350125,1.2652793279999999,0
303,1.3124229170000001,0.838572181,2
304,1.331134028,1.053867165,2
305,1.117129167,0.499105521,2
306,1.016150694,0.17323144399999998,2
307,1.34754375,1.7105001990000002,0
308,1.7418402780000002,1.518313412,0
309,1.1482506940000001,0.746682084,2
310,1.289214583,1.225557574,0
311,1.3410736109999999,1.282776103,0
312,1.29086875,0.761508801,2
313,2.159794444,2.918165418,1
314,1.484071528,1.249194608,0
315,1.247797222,1.039289226,2
316,1.285870139,1.123758598,0
317,1.233927778,1.1568164429999999,0
318,1.0913631940000001,0.888372415,2
319,1.20060625,1.128925398,2
320,1.250627083,0.9639076790000001,2
321,1.964688889,3.6310989030000003,1
322,1.3859222219999998,1.351755295,0
323,1.154704167,0.816087928,2
324,0.738511806,0.025493415,2
325,0.718845139,0.006561211999999999,2
326,0.691297222,0.026956965,2
327,0.783360417,0.030260794,2
328,1.763066667,2.402749761,0
329,1.1896993059999998,0.520206883,2
330,0.9564597220000001,0.308543838,2
331,1.791834722,1.598138294,0
332,0.9335034720000001,0.213237128,2
333,1.007090278,0.585722235,2
334,1.441173611,1.5842951509999998,0
335,1.617672222,2.33074898,0
336,1.4867152780000001,2.56695512,1
337,1.332532639,1.079048857,0
338,1.259265278,1.284218563,0
339,1.464547917,1.039846351,0
340,1.202254167,1.002724814,2
341,1.3189638890000002,0.688479939,2
342,1.486125,1.7661596430000002,0
343,0.977900694,0.10272588099999999,2
344,1.615745833,1.6481678219999998,0
345,1.125595139,0.144048591,2
346,1.24140625,0.22083982600000002,2
347,1.832029167,2.346998492,0
348,1.7608145830000002,1.8596255990000001,0
349,1.79209375,2.146488819,0
350,1.110920139,0.912798675,2
351,1.156218056,0.8497637809999999,2
352,1.1956944440000001,0.865393925,2
353,1.413279861,1.9159235330000002,0
354,1.3856159719999999,1.32477367,0
355,2.348219444,2.753374876,1
356,1.513780556,0.969927944,0
357,1.376976389,0.251274407,2
358,1.106086111,0.32352383100000004,2
359,1.2932875,0.187952085,2
360,0.963678472,0.13316363,2
361,1.580468056,1.689760665,0
362,1.081726389,0.256734935,2
363,1.062073611,0.251918035,2
